trial_id,molecule,indication,phase,status,sponsor,country
CT-099649,MOLCKD3,Rheumatoid Arthritis,Phase I,Terminated,ABC Pharma,India
CT-099650,MOLH1,Chronic Kidney Disease,Phase III,Completed,GlobalBio,Canada
CT-099651,MOLP1,Rheumatoid Arthritis,Phase III,Terminated,OncoGenix,China
CT-099652,MOLR3,Heart Failure,Phase IV,Suspended,GlobalBio,India
CT-099653,MOLIBD2,Psoriasis,Phase I,Recruiting,ABC Pharma,Australia
CT-099654,MOLH3,Asthma,Phase III,Recruiting,XYZ Pharma,Australia
CT-099655,MOLX,Respiratory,Phase III,Active,PrimeCare,Brazil
CT-099656,MOLP2,Rheumatoid Arthritis,Phase I,Recruiting,GlobalBio,Japan
CT-099657,MOLR2,Migraine,Phase III,Terminated,MedLife Corp,Brazil
CT-099658,MOLH1,Chronic Kidney Disease,Phase IV,Suspended,XYZ Pharma,EU
CT-099659,MOLRA2,Osteoporosis,Phase II,Terminated,MedLife Corp,Canada
CT-099660,MOLP1,Chronic Kidney Disease,Phase III,Terminated,MedLife Corp,China
CT-099661,MOLR3,Migraine,Phase II,Suspended,MedLife Corp,Global
CT-099662,MOLR2,Chronic Kidney Disease,Phase IV,Completed,OncoGenix,China
CT-099663,MOLHF3,Respiratory,Phase IV,Suspended,PrimeCare,China
CT-099664,MOLX,COPD,Phase III,Terminated,PrimeCare,Australia
CT-099665,MOLH2,Hypertension,Phase III,Active,PrimeCare,Brazil
CT-099666,MOLHF1,Osteoporosis,Phase IV,Recruiting,GlobalBio,Global
CT-099667,MOLBC3,Heart Failure,Phase II,Active,OncoGenix,China
CT-099668,MOLM1,Type 2 Diabetes,Phase III,Completed,GlobalBio,India
CT-099669,MOLR3,Migraine,Phase III,Active,ABC Pharma,Japan
CT-099670,MOLCKD2,Chronic Kidney Disease,Phase III,Recruiting,OncoGenix,Brazil
CT-099671,MOLDEP2,Heart Failure,Phase II,Recruiting,GlobalBio,EU
CT-099672,MOLRA1,Rheumatoid Arthritis,Phase II,Suspended,Sunrise Therapeutics,US
CT-099673,MOLP3,Hypertension,Phase II,Recruiting,NovaCure,Brazil
CT-099674,MOLO1,Asthma,Phase IV,Terminated,ABC Pharma,Australia
CT-099675,MOLDEP3,Heart Failure,Phase I,Suspended,MedLife Corp,Japan
CT-099676,MOLH3,Psoriasis,Phase IV,Completed,XYZ Pharma,India
CT-099677,MOLCKD1,Rheumatoid Arthritis,Phase IV,Recruiting,ABC Pharma,India
CT-099678,MOLCKD2,Migraine,Phase III,Completed,PrimeCare,India
CT-099679,MOLLC1,Lung Cancer,Phase III,Completed,XYZ Pharma,Global
CT-099680,MOLHF2,Hypertension,Phase IV,Suspended,ABC Pharma,Canada
CT-099681,MOLD1,Rheumatoid Arthritis,Phase II,Recruiting,OncoGenix,China
CT-099682,MOLM1,Breast Cancer,Phase I,Active,PrimeCare,Global
CT-099683,MOLCKD1,Respiratory,Phase III,Completed,XYZ Pharma,Japan
CT-099684,MOLY,Lung Cancer,Phase I,Completed,XYZ Pharma,China
CT-099685,MOLP2,Hypertension,Phase II,Recruiting,PrimeCare,Brazil
CT-099686,MOLO1,Migraine,Phase IV,Active,XYZ Pharma,Brazil
CT-099687,MOLCKD3,Heart Failure,Phase IV,Terminated,ABC Pharma,US
CT-099688,MOLBC1,Migraine,Phase IV,Active,PrimeCare,US
CT-099689,MOLCKD2,Migraine,Phase III,Recruiting,NovaCure,China
CT-099690,MOLR3,Asthma,Phase I,Recruiting,PrimeCare,US
CT-099691,MOLY,Respiratory,Phase III,Terminated,MedLife Corp,Japan
CT-099692,MOLCKD3,Asthma,Phase IV,Terminated,ABC Pharma,Japan
CT-099693,MOLR2,Osteoporosis,Phase IV,Terminated,PrimeCare,Canada
CT-099694,MOLM2,Osteoporosis,Phase IV,Completed,MedLife Corp,India
CT-099695,MOLX,Psoriasis,Phase III,Active,PrimeCare,Australia
CT-099696,MOLRA2,Psoriasis,Phase I,Recruiting,ABC Pharma,EU
CT-099697,MOLX,Asthma,Phase II,Active,NovaCure,Brazil
CT-099698,MOLD3,Asthma,Phase II,Completed,GlobalBio,Australia
CT-099699,MOLIBD3,Type 2 Diabetes,Phase II,Terminated,Sunrise Therapeutics,Brazil
CT-099700,MOLH2,Rheumatoid Arthritis,Phase I,Suspended,NovaCure,Canada
CT-099701,MOLO3,Hypertension,Phase III,Completed,ABC Pharma,Japan
CT-099702,MOLHF1,Osteoporosis,Phase IV,Terminated,ABC Pharma,Japan
CT-099703,MOLY,Heart Failure,Phase I,Suspended,PrimeCare,China
CT-099704,MOLLC2,Heart Failure,Phase II,Terminated,PrimeCare,Global
CT-099705,MOLRA3,Type 2 Diabetes,Phase I,Completed,PrimeCare,Canada
CT-099706,MOLC,Psoriasis,Phase II,Active,MedLife Corp,US
CT-099707,MOLCKD1,Hypertension,Phase III,Completed,Sunrise Therapeutics,India
CT-099708,MOLO1,Breast Cancer,Phase III,Recruiting,ABC Pharma,EU
CT-099709,MOLBC2,Respiratory,Phase III,Active,MedLife Corp,Canada
CT-099710,MOLCKD3,Rheumatoid Arthritis,Phase I,Suspended,OncoGenix,EU
CT-099711,MOLH1,Respiratory,Phase IV,Terminated,PrimeCare,Japan
CT-099712,MOLDEP3,Psoriasis,Phase II,Completed,GlobalBio,India
CT-099713,MOLHF3,Respiratory,Phase I,Recruiting,XYZ Pharma,Japan
CT-099714,MOLM3,Breast Cancer,Phase I,Suspended,GlobalBio,India
CT-099715,MOLO2,Hypertension,Phase II,Terminated,PrimeCare,EU
CT-099716,MOL2,Lung Cancer,Phase II,Completed,GlobalBio,Global
CT-099717,MOLX,COPD,Phase II,Terminated,Sunrise Therapeutics,India
CT-099718,MOLBC1,Lung Cancer,Phase II,Completed,Sunrise Therapeutics,Global
CT-099719,MOLC,Chronic Kidney Disease,Phase IV,Terminated,ABC Pharma,China
CT-099720,MOLH3,Inflammatory Bowel Disease,Phase II,Terminated,OncoGenix,Canada
CT-099721,MOLCKD2,Asthma,Phase III,Suspended,NovaCure,Brazil
CT-099722,MOLR1,Asthma,Phase III,Suspended,GlobalBio,US
CT-099723,MOLM3,Psoriasis,Phase I,Completed,XYZ Pharma,India
CT-099724,MOLP2,Psoriasis,Phase I,Suspended,NovaCure,US
CT-099725,MOLIBD1,Respiratory,Phase III,Suspended,NovaCure,China
CT-099726,MOL2,Respiratory,Phase IV,Suspended,Sunrise Therapeutics,India
CT-099727,MOLD1,Lung Cancer,Phase IV,Terminated,NovaCure,US
CT-099728,MOLX,Asthma,Phase III,Active,NovaCure,Canada
CT-099729,MOLO1,Osteoporosis,Phase IV,Completed,Sunrise Therapeutics,US
CT-099730,MOLH1,COPD,Phase II,Active,MedLife Corp,US
CT-099731,MOLA,Inflammatory Bowel Disease,Phase IV,Suspended,NovaCure,Brazil
CT-099732,MOLP1,Chronic Kidney Disease,Phase IV,Completed,ABC Pharma,EU
CT-099733,MOLH3,Respiratory,Phase IV,Terminated,MedLife Corp,US
CT-099734,MOLX,Depression,Phase IV,Active,PrimeCare,India
CT-099735,MOLM3,Inflammatory Bowel Disease,Phase III,Active,NovaCure,Canada
CT-099736,MOLD3,Depression,Phase I,Completed,GlobalBio,Brazil
CT-099737,MOLDEP3,Breast Cancer,Phase II,Suspended,OncoGenix,China
CT-099738,MOLC,Respiratory,Phase IV,Recruiting,Sunrise Therapeutics,US
CT-099739,MOLD2,Type 2 Diabetes,Phase I,Terminated,GlobalBio,Australia
CT-099740,MOLY,Asthma,Phase I,Terminated,PrimeCare,Brazil
CT-099741,MOLHF2,Depression,Phase I,Completed,XYZ Pharma,EU
CT-099742,MOLP2,Hypertension,Phase I,Active,PrimeCare,Japan
CT-099743,MOLH3,Respiratory,Phase II,Active,GlobalBio,Japan
CT-099744,MOLY,Osteoporosis,Phase III,Completed,MedLife Corp,Global
CT-099745,MOLRA1,Rheumatoid Arthritis,Phase IV,Completed,MedLife Corp,Global
CT-099746,MOLH1,COPD,Phase IV,Suspended,NovaCure,India
CT-099747,MOLCKD3,COPD,Phase IV,Terminated,ABC Pharma,EU
CT-099748,MOLBC2,Heart Failure,Phase II,Completed,GlobalBio,Japan
CT-099749,MOLRA1,Respiratory,Phase IV,Terminated,Sunrise Therapeutics,Brazil
CT-099750,MOLCKD3,Psoriasis,Phase II,Terminated,MedLife Corp,Australia
CT-099751,MOLP1,Respiratory,Phase II,Terminated,XYZ Pharma,Australia
CT-099752,MOLP1,Osteoporosis,Phase II,Suspended,NovaCure,India
CT-099753,MOLX,Migraine,Phase II,Completed,XYZ Pharma,US
CT-099754,MOLIBD3,Chronic Kidney Disease,Phase II,Suspended,OncoGenix,China
CT-099755,MOLRA2,COPD,Phase I,Recruiting,XYZ Pharma,India
CT-099756,MOLRA1,Hypertension,Phase III,Completed,GlobalBio,EU
CT-099757,MOLP2,Depression,Phase I,Suspended,PrimeCare,India
CT-099758,MOLDEP3,Osteoporosis,Phase IV,Completed,XYZ Pharma,US
CT-099759,MOLM3,Lung Cancer,Phase III,Recruiting,NovaCure,US
CT-099760,MOLH1,Lung Cancer,Phase II,Recruiting,PrimeCare,India
CT-099761,MOLRA3,Migraine,Phase IV,Completed,NovaCure,US
CT-099762,MOLHF2,Asthma,Phase II,Active,PrimeCare,Australia
CT-099763,MOLCKD1,COPD,Phase IV,Terminated,ABC Pharma,US
CT-099764,MOLCKD1,Respiratory,Phase III,Terminated,ABC Pharma,Global
CT-099765,MOLP3,Hypertension,Phase I,Completed,Sunrise Therapeutics,Global
CT-099766,MOLIBD1,Asthma,Phase IV,Recruiting,NovaCure,Australia
CT-099767,MOLHF1,Type 2 Diabetes,Phase IV,Recruiting,MedLife Corp,US
CT-099768,MOLCKD1,Hypertension,Phase I,Completed,NovaCure,Canada
CT-099769,MOLR1,Rheumatoid Arthritis,Phase IV,Recruiting,OncoGenix,Japan
CT-099770,MOLDEP3,Psoriasis,Phase IV,Active,XYZ Pharma,India
CT-099771,MOLM1,Chronic Kidney Disease,Phase I,Completed,GlobalBio,Japan
CT-099772,MOLRA1,Asthma,Phase I,Completed,GlobalBio,EU
CT-099773,MOLX,Heart Failure,Phase II,Active,XYZ Pharma,India
CT-099774,MOLBC1,Chronic Kidney Disease,Phase IV,Recruiting,OncoGenix,Japan
CT-099775,MOLX,Hypertension,Phase II,Recruiting,MedLife Corp,EU
CT-099776,MOLRA1,Lung Cancer,Phase III,Completed,Sunrise Therapeutics,Canada
CT-099777,MOLDEP1,Rheumatoid Arthritis,Phase IV,Suspended,MedLife Corp,India
CT-099778,MOLM1,Asthma,Phase I,Completed,PrimeCare,Australia
CT-099779,MOLBC1,Inflammatory Bowel Disease,Phase I,Recruiting,NovaCure,Australia
CT-099780,MOLCKD2,Lung Cancer,Phase IV,Recruiting,XYZ Pharma,Global
CT-099781,MOLO1,Heart Failure,Phase III,Suspended,Sunrise Therapeutics,Canada
CT-099782,MOLBC2,Hypertension,Phase I,Terminated,PrimeCare,Brazil
CT-099783,MOLBC1,Inflammatory Bowel Disease,Phase IV,Completed,XYZ Pharma,Global
CT-099784,MOLR2,Rheumatoid Arthritis,Phase II,Active,Sunrise Therapeutics,Australia
CT-099785,MOLLC1,Psoriasis,Phase I,Completed,MedLife Corp,Brazil
CT-099786,MOLY,Respiratory,Phase III,Recruiting,NovaCure,EU
CT-099787,MOLR3,Inflammatory Bowel Disease,Phase IV,Active,MedLife Corp,Global
CT-099788,MOLR2,Chronic Kidney Disease,Phase I,Active,Sunrise Therapeutics,Australia
CT-099789,MOLD1,Breast Cancer,Phase IV,Terminated,XYZ Pharma,EU
CT-099790,MOLP2,Psoriasis,Phase II,Completed,MedLife Corp,Canada
CT-099791,MOLBC1,Lung Cancer,Phase III,Completed,NovaCure,India
CT-099792,MOLR3,Migraine,Phase III,Suspended,MedLife Corp,EU
CT-099793,MOLH2,Breast Cancer,Phase IV,Suspended,NovaCure,EU
CT-099794,MOLX,Hypertension,Phase I,Terminated,OncoGenix,China
CT-099795,MOLCKD3,Asthma,Phase IV,Terminated,PrimeCare,Canada
CT-099796,MOLD1,Heart Failure,Phase I,Active,PrimeCare,Australia
CT-099797,MOLM1,Osteoporosis,Phase II,Suspended,OncoGenix,EU
CT-099798,MOLHF3,Psoriasis,Phase II,Completed,Sunrise Therapeutics,India
CT-099799,MOLIBD1,Respiratory,Phase II,Completed,NovaCure,China
CT-099800,MOLR2,Lung Cancer,Phase I,Suspended,GlobalBio,Japan
CT-099801,MOLHF1,Chronic Kidney Disease,Phase III,Completed,PrimeCare,Australia
CT-099802,MOL1,Heart Failure,Phase IV,Recruiting,PrimeCare,Japan
CT-099803,MOLCKD1,Heart Failure,Phase I,Suspended,ABC Pharma,China
CT-099804,MOLLC1,Migraine,Phase IV,Active,GlobalBio,Canada
CT-099805,MOLX,Rheumatoid Arthritis,Phase III,Terminated,GlobalBio,India
CT-099806,MOLM3,Type 2 Diabetes,Phase I,Terminated,GlobalBio,Global
CT-099807,MOLLC3,Osteoporosis,Phase III,Terminated,Sunrise Therapeutics,Australia
CT-099808,MOLM3,Type 2 Diabetes,Phase I,Active,NovaCure,Global
CT-099809,MOL1,Type 2 Diabetes,Phase III,Terminated,NovaCure,India
CT-099810,MOLRA2,Inflammatory Bowel Disease,Phase I,Terminated,XYZ Pharma,Canada
CT-099811,MOLRA2,Chronic Kidney Disease,Phase I,Terminated,XYZ Pharma,US
CT-099812,MOLH2,Hypertension,Phase IV,Recruiting,ABC Pharma,Canada
CT-099813,MOLR3,Respiratory,Phase II,Active,XYZ Pharma,Australia
CT-099814,MOLIBD2,Chronic Kidney Disease,Phase IV,Suspended,PrimeCare,Global
CT-099815,MOLC,Lung Cancer,Phase IV,Recruiting,ABC Pharma,Brazil
CT-099816,MOLM3,Chronic Kidney Disease,Phase IV,Completed,GlobalBio,India
CT-099817,MOLO2,Inflammatory Bowel Disease,Phase I,Completed,Sunrise Therapeutics,China
CT-099818,MOLD1,Asthma,Phase II,Terminated,NovaCure,India
CT-099819,MOLIBD3,Hypertension,Phase I,Active,GlobalBio,US
CT-099820,MOLDEP3,Heart Failure,Phase III,Completed,Sunrise Therapeutics,India
CT-099821,MOLD1,COPD,Phase IV,Suspended,MedLife Corp,Australia
CT-099822,MOLM1,Inflammatory Bowel Disease,Phase I,Active,PrimeCare,India
CT-099823,MOL1,Psoriasis,Phase IV,Completed,MedLife Corp,Brazil
CT-099824,MOLD2,Psoriasis,Phase II,Recruiting,NovaCure,Japan
CT-099825,MOLIBD1,Chronic Kidney Disease,Phase III,Recruiting,Sunrise Therapeutics,Canada
CT-099826,MOLBC2,Rheumatoid Arthritis,Phase I,Terminated,GlobalBio,Australia
CT-099827,MOLR3,Type 2 Diabetes,Phase IV,Active,NovaCure,Japan
CT-099828,MOL1,Heart Failure,Phase II,Recruiting,Sunrise Therapeutics,US
CT-099829,MOLD1,Heart Failure,Phase I,Completed,ABC Pharma,China
CT-099830,MOLHF3,Inflammatory Bowel Disease,Phase I,Suspended,XYZ Pharma,Global
CT-099831,MOLA,Rheumatoid Arthritis,Phase II,Completed,XYZ Pharma,Japan
CT-099832,MOLP2,Chronic Kidney Disease,Phase II,Recruiting,XYZ Pharma,Canada
CT-099833,MOLP3,Lung Cancer,Phase I,Recruiting,OncoGenix,China
CT-099834,MOLR1,Chronic Kidney Disease,Phase III,Suspended,GlobalBio,Australia
CT-099835,MOLP2,Psoriasis,Phase III,Terminated,MedLife Corp,EU
CT-099836,MOLM1,Lung Cancer,Phase IV,Terminated,OncoGenix,US
CT-099837,MOLO1,Inflammatory Bowel Disease,Phase IV,Active,NovaCure,Japan
CT-099838,MOLP3,Migraine,Phase I,Terminated,XYZ Pharma,China
CT-099839,MOLBC3,Depression,Phase IV,Completed,GlobalBio,China
CT-099840,MOLH3,COPD,Phase I,Terminated,NovaCure,Global
CT-099841,MOLO2,Type 2 Diabetes,Phase III,Recruiting,ABC Pharma,India
CT-099842,MOLO1,Inflammatory Bowel Disease,Phase I,Active,MedLife Corp,US
CT-099843,MOLC,Lung Cancer,Phase II,Recruiting,GlobalBio,EU
CT-099844,MOLRA3,Psoriasis,Phase I,Suspended,XYZ Pharma,Brazil
CT-099845,MOLIBD3,Heart Failure,Phase IV,Active,GlobalBio,India
CT-099846,MOLM2,COPD,Phase I,Active,XYZ Pharma,Japan
CT-099847,MOLRA1,Rheumatoid Arthritis,Phase IV,Recruiting,NovaCure,Japan
CT-099848,MOLRA2,Depression,Phase II,Terminated,PrimeCare,Japan
CT-099849,MOLBC1,Type 2 Diabetes,Phase I,Recruiting,PrimeCare,Australia
CT-099850,MOLDEP1,Chronic Kidney Disease,Phase II,Suspended,MedLife Corp,Brazil
CT-099851,MOLBC3,Inflammatory Bowel Disease,Phase II,Recruiting,NovaCure,Japan
CT-099852,MOLCKD2,Psoriasis,Phase IV,Suspended,MedLife Corp,EU
CT-099853,MOLY,Respiratory,Phase I,Active,NovaCure,India
CT-099854,MOLH1,Inflammatory Bowel Disease,Phase I,Active,MedLife Corp,EU
CT-099855,MOLH1,Heart Failure,Phase III,Recruiting,NovaCure,Brazil
CT-099856,MOLO3,Heart Failure,Phase II,Terminated,Sunrise Therapeutics,EU
CT-099857,MOLHF1,Chronic Kidney Disease,Phase I,Suspended,MedLife Corp,India
CT-099858,MOLP3,Respiratory,Phase III,Suspended,OncoGenix,Global
CT-099859,MOLY,Osteoporosis,Phase I,Suspended,Sunrise Therapeutics,US
CT-099860,MOLR1,Rheumatoid Arthritis,Phase II,Completed,PrimeCare,US
CT-099861,MOLO3,Chronic Kidney Disease,Phase II,Terminated,OncoGenix,Canada
CT-099862,MOLCKD1,Asthma,Phase I,Terminated,MedLife Corp,India
CT-099863,MOLO1,Migraine,Phase IV,Active,GlobalBio,EU
CT-099864,MOLP2,Respiratory,Phase IV,Terminated,NovaCure,Global
CT-099865,MOL2,Inflammatory Bowel Disease,Phase I,Active,PrimeCare,Australia
CT-099866,MOLHF2,Inflammatory Bowel Disease,Phase I,Active,GlobalBio,EU
CT-099867,MOLP1,Inflammatory Bowel Disease,Phase III,Suspended,OncoGenix,Japan
CT-099868,MOLIBD1,Inflammatory Bowel Disease,Phase II,Recruiting,OncoGenix,Canada
CT-099869,MOLCKD1,Migraine,Phase III,Recruiting,MedLife Corp,EU
CT-099870,MOLC,Migraine,Phase III,Recruiting,MedLife Corp,US
CT-099871,MOLR1,Migraine,Phase II,Suspended,ABC Pharma,China
CT-099872,MOLBC3,Inflammatory Bowel Disease,Phase II,Active,Sunrise Therapeutics,Global
CT-099873,MOLM1,Hypertension,Phase I,Active,GlobalBio,Australia
CT-099874,MOLRA3,Psoriasis,Phase I,Active,XYZ Pharma,Global
CT-099875,MOLIBD2,Psoriasis,Phase IV,Recruiting,XYZ Pharma,Brazil
CT-099876,MOLM3,Breast Cancer,Phase I,Terminated,PrimeCare,Australia
CT-099877,MOLLC1,Hypertension,Phase III,Completed,GlobalBio,Japan
CT-099878,MOLBC1,Chronic Kidney Disease,Phase III,Suspended,PrimeCare,Australia
CT-099879,MOLIBD2,Chronic Kidney Disease,Phase IV,Suspended,XYZ Pharma,Japan
CT-099880,MOLLC2,Osteoporosis,Phase IV,Recruiting,XYZ Pharma,EU
CT-099881,MOLBC3,Osteoporosis,Phase II,Recruiting,MedLife Corp,Canada
CT-099882,MOLDEP1,Heart Failure,Phase III,Active,MedLife Corp,Japan
CT-099883,MOLM2,Lung Cancer,Phase III,Completed,PrimeCare,India
CT-099884,MOLM2,Chronic Kidney Disease,Phase I,Suspended,Sunrise Therapeutics,Global
CT-099885,MOLP3,Type 2 Diabetes,Phase IV,Completed,NovaCure,Brazil
CT-099886,MOLD3,Respiratory,Phase III,Suspended,ABC Pharma,Canada
CT-099887,MOLLC3,Breast Cancer,Phase III,Active,PrimeCare,Global
CT-099888,MOLDEP2,Asthma,Phase III,Terminated,GlobalBio,Australia
CT-099889,MOLP2,Chronic Kidney Disease,Phase IV,Suspended,XYZ Pharma,US
CT-099890,MOLH3,Inflammatory Bowel Disease,Phase III,Suspended,MedLife Corp,India
CT-099891,MOLIBD2,Lung Cancer,Phase IV,Active,XYZ Pharma,Canada
CT-099892,MOLR3,Depression,Phase II,Suspended,XYZ Pharma,Japan
CT-099893,MOLH2,Heart Failure,Phase I,Active,ABC Pharma,Japan
CT-099894,MOLH2,Type 2 Diabetes,Phase IV,Active,XYZ Pharma,EU
CT-099895,MOLM3,COPD,Phase IV,Suspended,ABC Pharma,Australia
CT-099896,MOLM3,Depression,Phase III,Recruiting,Sunrise Therapeutics,EU
CT-099897,MOLM2,Asthma,Phase III,Recruiting,Sunrise Therapeutics,US
CT-099898,MOLD3,Psoriasis,Phase II,Active,ABC Pharma,Canada
CT-099899,MOLR2,Hypertension,Phase IV,Recruiting,ABC Pharma,Brazil
CT-099900,MOLR2,Depression,Phase IV,Active,PrimeCare,US
CT-099901,MOLRA3,Breast Cancer,Phase III,Completed,XYZ Pharma,EU
CT-099902,MOLY,Type 2 Diabetes,Phase III,Terminated,PrimeCare,EU
CT-099903,MOLR1,Asthma,Phase III,Suspended,MedLife Corp,Canada
CT-099904,MOLBC2,Psoriasis,Phase III,Completed,ABC Pharma,EU
CT-099905,MOLD3,Respiratory,Phase III,Terminated,OncoGenix,Australia
CT-099906,MOLDEP1,COPD,Phase I,Completed,MedLife Corp,Canada
CT-099907,MOLH2,Hypertension,Phase I,Suspended,PrimeCare,Canada
CT-099908,MOLM1,Heart Failure,Phase II,Completed,GlobalBio,EU
CT-099909,MOLR1,Heart Failure,Phase III,Terminated,XYZ Pharma,India
CT-099910,MOLRA3,Asthma,Phase III,Active,OncoGenix,Global
CT-099911,MOLR2,Heart Failure,Phase IV,Completed,XYZ Pharma,Brazil
CT-099912,MOL1,Type 2 Diabetes,Phase III,Active,GlobalBio,India
CT-099913,MOLR3,Osteoporosis,Phase IV,Recruiting,PrimeCare,Brazil
CT-099914,MOLO3,Inflammatory Bowel Disease,Phase IV,Completed,NovaCure,US
CT-099915,MOLD1,Osteoporosis,Phase III,Completed,GlobalBio,China
CT-099916,MOLP3,Chronic Kidney Disease,Phase I,Terminated,PrimeCare,Japan
CT-099917,MOLLC2,Psoriasis,Phase I,Suspended,GlobalBio,China
CT-099918,MOLP1,Rheumatoid Arthritis,Phase I,Terminated,MedLife Corp,Australia
CT-099919,MOLHF1,COPD,Phase I,Active,MedLife Corp,China
CT-099920,MOLCKD3,Inflammatory Bowel Disease,Phase I,Active,MedLife Corp,EU
CT-099921,MOLO3,Respiratory,Phase III,Recruiting,XYZ Pharma,EU
CT-099922,MOLDEP2,Migraine,Phase IV,Terminated,OncoGenix,Australia
CT-099923,MOLX,Respiratory,Phase III,Recruiting,GlobalBio,EU
CT-099924,MOLY,Lung Cancer,Phase III,Recruiting,Sunrise Therapeutics,Brazil
CT-099925,MOLLC3,Rheumatoid Arthritis,Phase II,Suspended,GlobalBio,Japan
CT-099926,MOLH2,Type 2 Diabetes,Phase II,Terminated,PrimeCare,US
CT-099927,MOLO2,Heart Failure,Phase IV,Active,GlobalBio,Global
CT-099928,MOL2,Respiratory,Phase II,Terminated,PrimeCare,Brazil
CT-099929,MOLA,Respiratory,Phase II,Completed,GlobalBio,Japan
CT-099930,MOLDEP1,Rheumatoid Arthritis,Phase III,Suspended,Sunrise Therapeutics,Brazil
CT-099931,MOLDEP1,Inflammatory Bowel Disease,Phase IV,Active,MedLife Corp,EU
CT-099932,MOLD3,Migraine,Phase II,Suspended,ABC Pharma,Australia
CT-099933,MOLBC2,Type 2 Diabetes,Phase III,Active,ABC Pharma,Australia
CT-099934,MOLRA3,Depression,Phase IV,Suspended,PrimeCare,Brazil
CT-099935,MOLBC2,Type 2 Diabetes,Phase IV,Active,OncoGenix,Canada
CT-099936,MOLLC3,Osteoporosis,Phase I,Completed,ABC Pharma,Global
CT-099937,MOLCKD1,Psoriasis,Phase III,Suspended,MedLife Corp,US
CT-099938,MOLD3,Heart Failure,Phase II,Active,XYZ Pharma,Canada
CT-099939,MOLRA2,Depression,Phase III,Completed,MedLife Corp,Brazil
CT-099940,MOLH3,Breast Cancer,Phase II,Active,MedLife Corp,Japan
CT-099941,MOLH2,Chronic Kidney Disease,Phase IV,Recruiting,Sunrise Therapeutics,China
CT-099942,MOLHF3,Type 2 Diabetes,Phase II,Suspended,MedLife Corp,Global
CT-099943,MOLH1,Depression,Phase I,Terminated,XYZ Pharma,China
CT-099944,MOLP2,Psoriasis,Phase I,Suspended,OncoGenix,Japan
CT-099945,MOLRA3,COPD,Phase II,Suspended,GlobalBio,Australia
CT-099946,MOL2,Chronic Kidney Disease,Phase I,Completed,XYZ Pharma,Canada
CT-099947,MOLO1,Breast Cancer,Phase I,Completed,XYZ Pharma,Global
CT-099948,MOLBC1,Breast Cancer,Phase IV,Active,OncoGenix,Australia
CT-099949,MOLRA3,Inflammatory Bowel Disease,Phase II,Completed,GlobalBio,Global
CT-099950,MOLM1,Rheumatoid Arthritis,Phase IV,Recruiting,Sunrise Therapeutics,Japan
CT-099951,MOLDEP1,Inflammatory Bowel Disease,Phase II,Recruiting,PrimeCare,Canada
CT-099952,MOLHF2,Respiratory,Phase II,Suspended,ABC Pharma,India
CT-099953,MOLDEP3,Psoriasis,Phase III,Recruiting,NovaCure,Global
CT-099954,MOLA,Heart Failure,Phase I,Active,NovaCure,Brazil
CT-099955,MOLH3,Rheumatoid Arthritis,Phase III,Suspended,NovaCure,China
CT-099956,MOLD3,Inflammatory Bowel Disease,Phase IV,Completed,GlobalBio,Brazil
CT-099957,MOLDEP2,Depression,Phase III,Suspended,OncoGenix,India
CT-099958,MOLC,Type 2 Diabetes,Phase IV,Suspended,OncoGenix,Global
CT-099959,MOLIBD1,Hypertension,Phase III,Suspended,OncoGenix,US
CT-099960,MOLP3,Asthma,Phase II,Active,OncoGenix,India
CT-099961,MOLP2,Chronic Kidney Disease,Phase II,Active,PrimeCare,Canada
CT-099962,MOLRA3,Psoriasis,Phase II,Suspended,Sunrise Therapeutics,India
CT-099963,MOLIBD2,Breast Cancer,Phase I,Completed,PrimeCare,Canada
CT-099964,MOLHF2,Breast Cancer,Phase III,Completed,ABC Pharma,US
CT-099965,MOLC,Psoriasis,Phase III,Completed,GlobalBio,Australia
CT-099966,MOLIBD3,Psoriasis,Phase I,Recruiting,XYZ Pharma,Global
CT-099967,MOLIBD1,Rheumatoid Arthritis,Phase I,Terminated,XYZ Pharma,EU
CT-099968,MOLD2,Lung Cancer,Phase III,Terminated,ABC Pharma,EU
CT-099969,MOLP3,Respiratory,Phase III,Completed,XYZ Pharma,Japan
CT-099970,MOLD2,Rheumatoid Arthritis,Phase I,Suspended,PrimeCare,China
CT-099971,MOLLC3,Asthma,Phase III,Recruiting,NovaCure,Australia
CT-099972,MOLLC1,Respiratory,Phase II,Active,NovaCure,Brazil
CT-099973,MOLBC3,Lung Cancer,Phase IV,Suspended,Sunrise Therapeutics,Canada
CT-099974,MOLBC3,Type 2 Diabetes,Phase I,Completed,ABC Pharma,India
CT-099975,MOLC,Lung Cancer,Phase III,Suspended,PrimeCare,Brazil
CT-099976,MOLRA2,Psoriasis,Phase II,Suspended,NovaCure,US
CT-099977,MOLHF2,Lung Cancer,Phase III,Active,GlobalBio,Global
CT-099978,MOLR3,Breast Cancer,Phase II,Active,NovaCure,India
CT-099979,MOLDEP3,Breast Cancer,Phase III,Active,XYZ Pharma,China
CT-099980,MOLR1,Migraine,Phase III,Active,XYZ Pharma,Canada
CT-099981,MOLLC1,Rheumatoid Arthritis,Phase IV,Completed,OncoGenix,Canada
CT-099982,MOLO3,Rheumatoid Arthritis,Phase I,Recruiting,PrimeCare,Canada
