molecule,indication,country,year,sales_usd_mn,cagr_5y,competitors,patient_burden_index
MOL2,Respiratory,EU,2018,716.99,-1.89,19,0.81
MOLHF1,Lung Cancer,EU,2021,672.33,2.99,8,0.83
MOLP2,Chronic Kidney Disease,Brazil,2015,34.82,5.46,13,0.73
MOL1,Osteoporosis,Australia,2019,744.43,19.68,4,0.78
MOLR3,Hypertension,Canada,2015,789.64,18.74,20,0.36
MOL2,Lung Cancer,Global,2020,417.4,14.09,18,0.38
MOLDEP1,COPD,China,2016,586.01,-1.16,16,0.23
MOLIBD2,Hypertension,Japan,2018,709.05,13.23,13,0.84
MOL2,Type 2 Diabetes,Canada,2018,736.75,-1.81,8,0.6
MOLM1,Hypertension,US,2023,709.0,-4.85,24,0.6
MOLRA1,Psoriasis,Global,2020,258.71,10.96,19,0.32
MOLRA1,Respiratory,India,2023,476.38,5.41,20,0.29
MOLIBD3,Respiratory,Global,2021,854.15,6.82,13,0.73
MOLH3,Psoriasis,Canada,2016,464.14,16.72,7,0.27
MOLH2,Osteoporosis,India,2020,416.0,9.73,9,0.66
MOLH1,Migraine,India,2020,954.14,10.62,17,0.35
MOLD2,Hypertension,Brazil,2016,317.52,18.51,10,0.68
MOLRA2,Psoriasis,Global,2019,240.78,-3.31,2,0.23
MOLD3,Breast Cancer,US,2017,842.48,2.92,15,0.36
MOLM1,Lung Cancer,EU,2015,933.75,14.23,14,0.91
MOLD1,Depression,India,2021,69.2,16.27,24,0.74
MOLLC3,Chronic Kidney Disease,Australia,2020,373.64,18.71,20,0.79
MOLDEP1,Heart Failure,Japan,2017,329.92,8.07,16,0.54
MOLIBD3,Respiratory,Canada,2018,667.05,6.16,5,0.73
MOLRA1,Breast Cancer,Brazil,2017,199.78,7.12,14,0.7
MOLD2,Rheumatoid Arthritis,Japan,2023,190.54,15.85,13,0.48
MOLDEP2,Psoriasis,Australia,2018,318.51,14.38,12,0.7
MOLD1,COPD,Japan,2022,955.61,-3.64,20,0.25
MOLM2,Type 2 Diabetes,Canada,2021,25.42,9.17,1,0.36
MOLLC1,Rheumatoid Arthritis,Japan,2015,670.05,7.28,7,0.94
MOLHF2,Type 2 Diabetes,Brazil,2015,402.69,19.16,7,0.33
MOL1,Breast Cancer,Brazil,2023,39.83,1.35,21,0.63
MOLRA1,Chronic Kidney Disease,EU,2020,756.82,6.78,6,0.92
MOLA,Breast Cancer,Japan,2023,700.45,13.61,13,0.74
MOLLC2,Respiratory,Canada,2017,666.66,8.14,15,0.6
MOLRA1,Rheumatoid Arthritis,Canada,2015,448.07,6.31,1,0.47
MOLCKD2,Heart Failure,US,2024,656.83,9.79,6,0.83
MOLD3,Chronic Kidney Disease,India,2017,88.52,1.03,12,0.6
MOLIBD3,Asthma,Brazil,2023,629.51,11.59,1,0.67
MOLH1,COPD,Global,2017,698.67,11.95,12,0.88
MOLRA3,Psoriasis,China,2022,65.94,14.99,8,0.71
MOL2,Type 2 Diabetes,Japan,2020,962.09,-3.34,24,0.92
MOLIBD3,Depression,China,2023,654.8,12.27,17,0.39
MOLCKD1,Migraine,US,2022,996.66,19.9,12,0.61
MOLR3,Chronic Kidney Disease,Brazil,2022,910.75,7.52,17,0.8
MOLBC3,Psoriasis,Global,2020,30.5,6.89,23,0.37
MOLP3,Asthma,Japan,2022,808.17,10.67,8,0.91
MOLBC1,Respiratory,China,2024,392.72,4.35,11,0.67
MOLHF1,Lung Cancer,Global,2016,640.45,5.69,17,0.6
MOLM3,Type 2 Diabetes,Brazil,2018,772.42,7.3,14,0.34
MOLRA1,Breast Cancer,India,2024,753.45,8.58,11,0.81
MOLC,Breast Cancer,US,2018,302.45,18.38,16,0.48
MOLCKD3,Breast Cancer,Australia,2019,537.49,3.26,3,0.29
MOLRA2,COPD,China,2024,165.0,13.6,8,0.72
MOLC,Heart Failure,US,2023,537.11,0.95,19,0.76
MOLBC3,COPD,India,2017,400.39,15.93,7,0.99
MOLO1,Chronic Kidney Disease,China,2019,216.99,10.32,11,0.91
MOLA,Asthma,Global,2016,873.86,-1.66,21,0.54
MOLH3,Asthma,EU,2018,362.43,9.34,3,0.88
MOLRA2,Lung Cancer,Global,2024,542.92,13.81,7,0.57
MOLP2,Lung Cancer,EU,2018,656.3,2.42,15,0.52
MOLCKD3,COPD,US,2015,45.01,14.47,21,0.25
MOLO2,Hypertension,Brazil,2015,131.01,16.2,24,0.52
MOLHF1,Osteoporosis,Global,2019,140.36,13.98,7,0.87
MOLM2,Breast Cancer,Canada,2023,609.57,9.4,22,0.28
MOLO3,Type 2 Diabetes,China,2021,753.84,7.08,19,0.71
MOLM2,Respiratory,EU,2019,159.69,8.77,6,0.59
MOLD1,Osteoporosis,EU,2020,642.61,-2.5,5,0.39
MOLHF3,Chronic Kidney Disease,Canada,2015,724.68,14.25,2,0.51
MOLC,Chronic Kidney Disease,Global,2017,192.77,4.82,22,0.35
MOLO3,Migraine,Global,2017,146.08,7.0,2,0.24
MOLIBD2,Respiratory,Canada,2021,981.5,0.06,9,0.58
MOLY,Psoriasis,Australia,2018,334.71,13.87,3,0.53
MOLCKD3,Osteoporosis,US,2018,997.07,10.93,11,0.61
MOLC,Psoriasis,China,2024,892.4,14.14,1,0.52
MOLLC3,Hypertension,Canada,2017,252.34,13.55,17,0.24
MOLLC1,Respiratory,US,2017,366.68,17.4,12,0.68
MOLBC3,Heart Failure,EU,2020,891.02,7.3,10,0.62
MOLCKD1,Chronic Kidney Disease,China,2021,792.19,12.62,24,0.82
MOLRA3,Heart Failure,China,2023,928.02,0.81,12,0.53
MOLM2,Respiratory,Brazil,2024,600.28,9.65,8,0.2
MOLLC2,Rheumatoid Arthritis,Australia,2023,743.38,14.05,7,0.56
MOLR2,Breast Cancer,China,2017,466.29,19.4,18,0.5
MOLH2,Osteoporosis,China,2015,720.76,5.33,19,0.32
MOLCKD3,Migraine,Global,2015,341.37,-4.0,11,0.87
MOLDEP3,Depression,China,2020,728.6,17.29,20,0.74
MOL2,Asthma,EU,2020,957.8,6.69,23,0.64
MOLX,Hypertension,China,2017,479.89,1.89,22,0.36
MOLH2,Rheumatoid Arthritis,Canada,2018,582.68,-2.71,24,0.45
MOLY,Respiratory,Canada,2024,45.93,15.47,1,0.8
MOLCKD3,Type 2 Diabetes,China,2022,129.65,13.46,2,0.85
MOLP1,Lung Cancer,Canada,2024,735.96,8.52,19,0.74
MOLH2,Osteoporosis,Global,2015,259.52,-4.92,6,0.74
MOLHF3,Asthma,Canada,2024,592.78,-0.46,2,0.36
MOL2,Chronic Kidney Disease,Japan,2020,273.15,14.69,5,0.77
MOLR1,Chronic Kidney Disease,Global,2021,396.35,8.11,5,0.88
MOLY,Hypertension,Japan,2020,64.4,-0.39,9,0.7
MOLO3,Heart Failure,EU,2020,696.68,14.73,8,0.22
MOL2,Lung Cancer,Brazil,2024,663.49,3.14,18,0.48
MOLR2,Inflammatory Bowel Disease,China,2015,939.04,12.16,15,0.82
MOLM1,Psoriasis,Canada,2018,515.9,13.56,23,0.8
MOLM1,Osteoporosis,Canada,2022,484.04,-2.21,14,0.6
MOLCKD2,Chronic Kidney Disease,US,2017,208.52,10.71,20,0.96
MOLHF3,Psoriasis,Australia,2016,667.25,-1.07,4,0.69
MOLD2,Osteoporosis,Global,2020,759.48,11.72,24,0.51
MOLO3,Chronic Kidney Disease,Brazil,2023,887.06,4.62,24,0.28
MOLX,Osteoporosis,Brazil,2022,150.92,-4.0,17,0.75
MOLP2,Heart Failure,EU,2015,462.36,9.21,11,0.76
MOLD3,Respiratory,India,2021,671.5,1.67,12,0.52
MOLLC2,Rheumatoid Arthritis,Canada,2024,630.87,-4.96,13,0.86
MOLCKD2,Hypertension,Global,2024,679.48,-2.77,14,0.68
MOLD3,Heart Failure,Global,2018,179.07,2.54,21,0.69
MOLIBD1,Migraine,China,2019,962.71,17.19,13,0.37
MOLP2,Inflammatory Bowel Disease,EU,2020,921.79,17.91,3,0.49
MOLLC2,Osteoporosis,EU,2020,986.35,4.37,17,0.76
MOLIBD1,COPD,EU,2023,659.93,-3.37,17,0.91
MOLP2,Breast Cancer,US,2022,653.22,18.42,6,0.42
MOLR3,Osteoporosis,Australia,2017,643.34,12.16,11,0.49
MOLDEP3,Lung Cancer,Canada,2018,88.44,17.3,4,0.76
MOLA,Type 2 Diabetes,EU,2017,367.63,10.84,19,0.91
MOLR3,Type 2 Diabetes,Japan,2019,123.18,4.38,20,0.75
MOL2,Type 2 Diabetes,EU,2021,368.39,-3.47,18,0.33
MOLY,Depression,Canada,2020,930.1,8.36,16,0.55
MOLO3,Chronic Kidney Disease,US,2018,450.77,18.33,9,0.7
MOLY,Rheumatoid Arthritis,EU,2021,515.75,7.95,23,0.79
MOLX,Hypertension,US,2023,669.79,17.2,21,0.86
MOLD3,Osteoporosis,US,2018,483.46,8.86,16,0.75
MOLP1,Psoriasis,Australia,2020,794.47,9.15,10,0.8
MOLLC2,Lung Cancer,Australia,2024,598.02,17.66,21,0.67
MOLD3,Chronic Kidney Disease,US,2020,675.01,-2.03,10,0.34
MOLY,Breast Cancer,EU,2019,189.61,10.53,1,0.48
MOLCKD1,Respiratory,Brazil,2023,727.16,19.8,4,0.76
MOLDEP3,Lung Cancer,Brazil,2021,336.3,-3.82,13,0.33
MOLBC1,Inflammatory Bowel Disease,Brazil,2016,108.31,4.22,1,0.41
MOLO1,Rheumatoid Arthritis,EU,2018,339.46,16.54,5,0.32
MOLA,Chronic Kidney Disease,US,2024,231.77,-4.0,7,0.32
MOLIBD2,Rheumatoid Arthritis,Japan,2020,202.59,19.98,19,0.66
MOLLC2,Asthma,EU,2018,968.14,-4.78,22,0.46
MOLC,Lung Cancer,US,2020,884.87,11.92,18,0.38
MOLM3,Lung Cancer,China,2020,348.61,6.35,20,0.74
MOLP3,Breast Cancer,Australia,2023,283.83,4.56,20,0.48
MOLM3,Asthma,Global,2016,999.5,-4.72,1,0.51
MOLRA1,Inflammatory Bowel Disease,Australia,2020,684.71,16.63,18,0.57
MOLDEP1,Type 2 Diabetes,US,2023,236.94,3.89,4,0.87
MOLO1,Inflammatory Bowel Disease,Japan,2019,117.82,19.03,12,0.9
MOLP3,Asthma,China,2020,575.88,10.9,1,0.76
MOLD3,Depression,India,2022,723.82,4.46,16,0.82
MOLD1,Inflammatory Bowel Disease,EU,2023,333.92,2.79,22,0.65
MOLH2,Psoriasis,Canada,2015,757.94,0.28,16,0.26
MOLIBD3,Inflammatory Bowel Disease,Brazil,2021,457.76,19.01,17,0.81
MOLP1,Hypertension,Australia,2018,994.55,-4.58,21,0.56
MOLM2,Psoriasis,India,2015,642.55,10.04,11,0.93
MOLP2,Type 2 Diabetes,Canada,2024,841.04,1.18,18,0.75
MOLO1,Respiratory,Australia,2018,163.14,12.72,15,0.27
MOLRA3,COPD,US,2018,910.66,15.67,6,0.32
MOLR2,Lung Cancer,India,2016,435.91,18.11,5,0.75
MOLP1,Migraine,India,2020,139.92,9.22,14,0.81
MOLCKD1,Heart Failure,Japan,2023,454.21,8.05,17,0.56
MOLH1,Type 2 Diabetes,Global,2024,144.37,6.39,15,0.79
MOLH3,Psoriasis,Brazil,2018,895.96,13.27,24,0.77
MOLDEP1,Lung Cancer,Canada,2015,328.13,2.25,6,0.59
MOLRA2,Hypertension,India,2015,968.56,6.56,14,0.41
MOLP3,Inflammatory Bowel Disease,US,2021,295.71,7.29,1,0.57
MOLD2,Psoriasis,China,2022,674.73,9.72,21,0.94
MOLM3,Hypertension,Japan,2022,432.99,17.15,4,0.29
MOLO3,Breast Cancer,Canada,2020,430.82,-0.1,24,0.25
MOLIBD2,Heart Failure,EU,2021,702.46,8.07,20,0.89
MOLDEP2,Inflammatory Bowel Disease,Brazil,2019,831.97,10.19,1,0.4
MOLM3,Asthma,Australia,2017,690.88,13.38,13,0.7
MOLHF3,Heart Failure,Global,2024,435.63,18.37,17,0.38
MOLM1,Respiratory,US,2020,698.01,7.74,7,0.87
MOLLC2,Osteoporosis,Japan,2017,952.12,1.74,3,0.58
MOLM1,Osteoporosis,US,2022,188.99,-1.65,17,0.72
MOLO3,Asthma,US,2022,961.51,14.32,10,0.69
MOLR1,Breast Cancer,Japan,2021,409.99,15.92,16,0.4
MOLD1,Rheumatoid Arthritis,Australia,2024,290.37,15.44,2,0.96
MOLO1,Breast Cancer,China,2022,169.92,12.58,23,0.74
MOLIBD1,Migraine,Canada,2016,723.57,13.89,24,0.9
MOLY,Breast Cancer,Japan,2018,632.4,14.4,16,0.31
MOLP3,Hypertension,Global,2020,169.49,17.14,22,0.51
MOLH1,Breast Cancer,US,2024,989.47,5.26,22,0.3
MOLRA3,Depression,Global,2016,139.07,0.58,6,0.22
MOLHF1,Migraine,US,2020,678.34,-3.35,1,0.26
MOLIBD1,Osteoporosis,China,2020,337.19,16.44,1,0.29
MOLO1,Rheumatoid Arthritis,India,2017,617.22,-3.24,7,0.76
MOLBC2,Migraine,Global,2017,154.39,-2.0,2,0.55
MOLLC1,Respiratory,EU,2016,537.22,14.99,11,0.44
MOLH2,Hypertension,Global,2022,842.0,4.81,17,0.63
MOLBC3,Psoriasis,EU,2017,449.87,13.72,8,0.82
MOLDEP2,Osteoporosis,Global,2023,184.66,17.27,17,0.72
MOLDEP2,Lung Cancer,EU,2021,124.18,17.24,22,0.43
MOLR2,Depression,India,2024,507.26,-3.72,9,0.71
MOLD1,Osteoporosis,Australia,2021,160.3,4.23,21,0.2
MOLBC1,Inflammatory Bowel Disease,Global,2017,990.6,9.88,5,0.58
MOLIBD2,Asthma,China,2019,749.03,9.21,5,0.36
MOLH1,Psoriasis,Japan,2024,994.51,3.12,1,0.41
MOL1,COPD,Global,2024,746.66,6.14,19,0.95
MOLBC2,Respiratory,India,2016,71.05,2.56,5,0.83
MOLD1,Psoriasis,Brazil,2019,413.87,12.99,15,0.31
MOLHF1,Inflammatory Bowel Disease,Global,2021,537.53,12.07,8,0.67
MOLH3,Rheumatoid Arthritis,Brazil,2015,183.63,0.79,21,0.7
MOLIBD1,Migraine,US,2015,182.9,17.53,16,0.82
MOLY,Type 2 Diabetes,Global,2019,668.24,18.8,2,0.53
MOLR1,COPD,Brazil,2022,841.64,11.21,6,0.31
MOLM3,Osteoporosis,Global,2019,406.18,6.74,4,0.4
MOLO1,Depression,India,2018,248.72,1.8,19,0.79
MOLCKD2,Respiratory,US,2020,101.82,16.33,21,0.71
MOLR2,Rheumatoid Arthritis,Brazil,2023,595.07,14.84,2,0.34
MOLIBD2,Heart Failure,Global,2017,766.35,17.35,23,0.26
MOLHF1,Lung Cancer,Japan,2017,528.03,1.46,8,0.72
MOLR2,Chronic Kidney Disease,Brazil,2017,731.85,4.51,2,0.87
MOLRA3,Breast Cancer,US,2023,802.93,-3.86,16,0.99
MOLBC2,Lung Cancer,Brazil,2019,491.61,14.26,12,0.89
MOLRA1,COPD,US,2020,171.17,7.06,9,0.51
MOLR3,Hypertension,Brazil,2017,799.83,15.25,7,0.79
MOLBC1,Heart Failure,Brazil,2017,931.69,-4.46,10,0.96
MOLLC1,Psoriasis,Australia,2021,544.44,-3.86,2,0.9
MOLHF3,Psoriasis,US,2015,848.25,-2.64,19,0.67
MOLO2,Heart Failure,Australia,2023,764.69,7.78,5,0.68
MOLCKD3,Asthma,China,2016,245.78,-1.05,9,0.79
MOLHF1,Migraine,India,2024,462.41,-2.82,16,0.7
MOLP2,Osteoporosis,India,2016,895.75,11.59,18,0.74
MOLR1,Psoriasis,China,2024,360.39,-4.47,24,0.47
MOLO3,Chronic Kidney Disease,Japan,2021,60.38,-3.23,18,0.25
MOLRA1,Type 2 Diabetes,EU,2023,112.6,16.21,2,0.57
MOLP1,Respiratory,China,2015,617.51,-3.27,1,0.67
MOLP1,Hypertension,China,2018,211.02,7.96,23,0.23
MOLHF3,Inflammatory Bowel Disease,India,2021,499.88,14.69,9,0.76
MOLH2,Inflammatory Bowel Disease,Global,2024,392.99,11.54,2,0.21
MOLRA3,Respiratory,Australia,2021,464.03,18.75,14,0.35
MOLC,COPD,Japan,2023,518.71,11.08,24,0.48
MOLR1,Type 2 Diabetes,Australia,2019,725.71,19.06,23,0.39
MOLD1,Hypertension,Japan,2020,465.17,11.22,2,0.69
MOLLC3,Osteoporosis,Canada,2023,735.76,6.13,18,0.42
MOLR1,Migraine,EU,2015,741.61,-4.99,12,0.81
MOLM2,Rheumatoid Arthritis,Global,2022,827.73,3.27,1,0.85
MOLM1,Inflammatory Bowel Disease,Canada,2024,360.95,-1.56,2,0.75
MOLIBD1,Lung Cancer,Japan,2015,793.84,-4.23,6,0.78
MOLDEP3,Inflammatory Bowel Disease,US,2019,684.58,16.92,8,0.43
MOLCKD1,Heart Failure,India,2017,667.59,0.63,13,0.8
MOLO1,Depression,China,2016,710.0,18.64,6,0.21
MOLRA1,Inflammatory Bowel Disease,US,2023,610.11,5.01,17,0.5
MOLD2,Chronic Kidney Disease,EU,2019,259.29,2.85,16,0.83
MOLCKD3,Asthma,India,2018,186.71,9.1,23,0.63
MOLM2,Psoriasis,China,2017,384.57,15.04,16,0.92
MOLH2,Rheumatoid Arthritis,Japan,2018,184.27,6.47,5,0.34
MOLX,COPD,Japan,2021,494.97,-3.35,2,0.34
MOLA,Lung Cancer,Japan,2018,154.29,13.19,4,0.28
MOLHF3,Chronic Kidney Disease,EU,2024,606.88,1.4,8,0.99
MOLY,Hypertension,EU,2020,306.39,-1.34,7,0.91
MOLRA3,Hypertension,Japan,2023,457.92,16.19,14,0.53
MOL1,Type 2 Diabetes,Australia,2017,698.31,-0.35,9,0.75
MOLIBD1,Psoriasis,China,2015,954.28,-2.44,11,0.53
MOLM2,Lung Cancer,Canada,2017,285.84,19.16,1,0.54
MOLLC3,Heart Failure,Japan,2017,206.18,3.2,20,0.83
MOLY,Asthma,Australia,2023,944.44,8.8,19,0.31
MOLCKD2,Respiratory,Brazil,2023,362.32,17.45,20,0.46
MOLRA1,Type 2 Diabetes,Canada,2016,792.5,5.76,23,0.32
MOLR2,Inflammatory Bowel Disease,China,2015,279.19,14.84,10,0.2
MOLBC2,Rheumatoid Arthritis,US,2020,900.48,17.98,10,0.89
MOLDEP3,Respiratory,Brazil,2018,467.59,-4.92,20,0.66
MOL1,Osteoporosis,Brazil,2019,390.95,10.98,4,0.91
MOLIBD3,Heart Failure,Global,2016,52.66,1.35,22,0.52
MOLD2,Type 2 Diabetes,Japan,2024,268.95,18.3,24,0.31
MOLP2,Psoriasis,EU,2019,432.89,6.01,13,0.84
MOLO3,Psoriasis,China,2016,298.08,10.99,11,0.81
MOLLC3,Migraine,Australia,2016,497.07,-4.74,17,0.36
MOLLC3,Osteoporosis,US,2024,812.57,17.23,1,0.25
MOLA,Inflammatory Bowel Disease,EU,2021,519.77,-1.55,12,0.86
MOLRA3,Osteoporosis,EU,2016,903.1,-0.06,2,0.81
MOLP2,Heart Failure,China,2023,55.63,7.6,7,0.47
MOLBC1,Depression,Japan,2016,726.35,17.49,9,0.9
MOLA,Rheumatoid Arthritis,Japan,2024,59.19,-3.81,4,0.36
MOLM3,Chronic Kidney Disease,Global,2020,872.31,0.61,13,0.44
MOLIBD1,Psoriasis,Global,2019,618.31,11.84,16,0.55
MOLM2,Rheumatoid Arthritis,India,2019,800.87,7.92,23,0.84
MOLCKD1,Heart Failure,EU,2024,437.25,10.12,13,0.46
MOLR1,Chronic Kidney Disease,EU,2015,616.41,19.42,18,0.76
MOL1,Lung Cancer,China,2015,624.05,15.63,8,0.85
MOLR1,Breast Cancer,Brazil,2023,284.87,1.33,20,0.78
MOLM3,Inflammatory Bowel Disease,Brazil,2023,578.71,-1.64,3,0.78
MOLC,Type 2 Diabetes,India,2017,466.29,11.13,16,0.66
MOLRA3,Migraine,Brazil,2015,819.33,6.39,7,0.45
MOLA,Depression,Brazil,2017,512.69,-0.44,3,0.93
MOLA,Heart Failure,Global,2021,612.12,13.14,18,0.91
MOLBC1,Migraine,Australia,2023,228.45,18.01,6,0.87
MOLRA3,Type 2 Diabetes,China,2019,970.51,13.35,5,0.68
MOLD3,Psoriasis,EU,2017,813.49,6.63,13,0.63
MOLCKD2,Depression,Brazil,2021,161.39,-1.19,21,0.8
MOLIBD3,Hypertension,Brazil,2021,483.16,9.02,20,0.93
MOLY,Osteoporosis,Australia,2022,66.47,18.83,7,0.82
MOLX,Type 2 Diabetes,Japan,2020,944.43,-3.24,4,0.85
MOLC,Type 2 Diabetes,China,2023,428.76,9.02,14,0.73
MOLA,Psoriasis,India,2016,120.37,13.15,1,0.84
MOLR1,Asthma,China,2015,777.37,11.14,4,0.22
MOLHF2,Migraine,Australia,2021,83.02,14.65,14,0.95
MOLD2,Hypertension,Canada,2018,193.34,0.07,15,0.82
MOLBC2,Depression,US,2017,366.87,-1.7,19,0.3
MOLY,Respiratory,Brazil,2020,238.46,18.47,16,0.27
MOLH2,Heart Failure,Global,2018,585.05,8.64,17,0.6
MOLA,Breast Cancer,US,2015,541.16,14.43,15,0.41
MOLO2,Asthma,India,2016,590.62,-4.9,15,0.55
MOLCKD1,Osteoporosis,Japan,2017,898.74,-3.23,5,0.72
MOLHF1,Lung Cancer,Brazil,2018,627.49,1.41,3,0.64
MOLP2,Lung Cancer,Brazil,2021,37.57,13.33,1,0.78
MOLY,Lung Cancer,India,2023,741.23,5.21,17,0.93
MOLIBD1,Respiratory,Brazil,2022,477.79,11.61,15,0.5
MOLCKD1,Respiratory,Canada,2020,980.51,10.02,1,0.36
MOLRA3,Psoriasis,Canada,2021,436.94,9.9,2,0.42
MOLY,Asthma,India,2019,787.56,14.02,16,0.31
MOLRA1,Heart Failure,China,2017,915.89,9.76,19,0.22
MOLD1,Rheumatoid Arthritis,Global,2023,863.67,11.66,5,0.26
MOLLC2,Migraine,India,2017,238.58,19.94,2,0.66
MOLO2,Breast Cancer,Global,2017,751.33,17.08,3,0.43
MOLCKD1,Depression,India,2017,725.78,2.35,15,0.84
MOLIBD2,Osteoporosis,China,2015,343.39,14.48,18,0.75
MOLIBD1,Lung Cancer,EU,2017,269.99,15.62,20,0.77
MOLA,Hypertension,Brazil,2022,186.28,8.82,15,0.51
MOLO3,Osteoporosis,Australia,2017,281.91,9.03,16,0.22
MOLD2,Psoriasis,Australia,2020,579.22,17.85,2,0.74
MOLCKD2,Chronic Kidney Disease,China,2017,352.04,12.35,5,0.94
MOLDEP1,Psoriasis,China,2019,224.14,10.92,19,0.94
MOLCKD1,Lung Cancer,Global,2016,64.84,15.43,17,0.7
MOL1,Type 2 Diabetes,EU,2017,969.56,1.25,12,0.97
MOLHF1,Inflammatory Bowel Disease,Brazil,2015,269.96,1.71,13,0.96
MOLP1,Migraine,EU,2020,313.58,12.81,13,0.79
MOLDEP3,Asthma,China,2022,983.32,3.93,3,0.2
MOLLC3,Inflammatory Bowel Disease,EU,2022,834.85,18.02,14,0.45
MOLCKD1,Rheumatoid Arthritis,Canada,2017,160.69,2.66,15,0.49
MOLP3,Depression,China,2018,449.8,-0.34,5,0.97
MOLP2,Depression,Global,2017,375.55,-1.06,11,0.56
MOLY,Chronic Kidney Disease,China,2018,133.32,18.26,24,0.6
MOLDEP3,Heart Failure,Brazil,2024,652.95,3.49,21,0.77
MOLIBD2,Breast Cancer,Canada,2015,837.72,7.2,8,0.89
MOLLC2,Type 2 Diabetes,China,2023,507.61,7.89,10,0.48
MOLBC3,Respiratory,EU,2017,585.09,10.99,22,0.21
MOLP3,Breast Cancer,Global,2015,287.78,5.58,2,0.41
MOLDEP2,Hypertension,EU,2017,930.39,1.33,14,0.44
MOLIBD2,Chronic Kidney Disease,Canada,2021,800.45,1.77,8,0.93
MOLO3,Heart Failure,EU,2021,579.54,5.57,2,0.69
MOLIBD2,Inflammatory Bowel Disease,Japan,2023,349.61,18.05,7,0.78
MOLRA3,Psoriasis,US,2018,41.64,1.02,16,0.3
MOLLC3,Asthma,Australia,2017,948.9,15.89,24,0.54
MOL2,Rheumatoid Arthritis,Japan,2018,697.78,-3.49,18,0.42
MOLDEP2,Depression,China,2023,917.27,1.21,20,0.62
MOLA,Type 2 Diabetes,Canada,2022,434.08,-2.88,14,0.39
MOLC,Respiratory,India,2021,330.94,12.33,17,0.79
MOL1,COPD,Brazil,2015,95.24,18.61,21,0.38
MOLHF2,Depression,Japan,2022,200.61,13.21,19,0.88
MOLCKD3,Chronic Kidney Disease,Global,2015,897.47,14.38,12,0.8
MOLCKD1,Inflammatory Bowel Disease,US,2022,513.62,-0.0,2,0.22
MOLO2,Rheumatoid Arthritis,Japan,2015,165.04,-2.64,7,0.88
MOLH2,Psoriasis,Global,2015,90.72,7.88,9,0.61
MOLY,Chronic Kidney Disease,Brazil,2018,875.08,19.48,4,0.8
MOLP3,Heart Failure,Brazil,2022,643.99,-1.93,1,0.77
MOLR3,Psoriasis,Japan,2019,602.36,0.14,4,0.65
MOLY,Osteoporosis,Brazil,2019,390.58,8.33,20,0.76
MOLH3,Heart Failure,Global,2015,335.11,17.85,3,0.98
MOLA,Respiratory,China,2015,521.01,-3.69,2,0.32
MOLP1,Osteoporosis,US,2015,315.96,19.26,12,0.41
MOLM3,Depression,India,2015,975.86,17.41,13,0.21
MOLDEP1,COPD,US,2018,111.37,11.82,21,0.57
MOLIBD1,Asthma,Brazil,2021,514.6,10.79,8,0.72
MOLDEP2,Asthma,US,2017,44.15,12.32,21,0.74
MOLR3,Osteoporosis,Australia,2021,99.84,19.02,4,0.41
MOLCKD3,Lung Cancer,Global,2024,823.6,9.85,18,0.95
MOLHF1,Respiratory,India,2016,79.0,8.63,17,0.95
MOLCKD2,Lung Cancer,Canada,2015,197.61,8.56,7,0.25
MOLHF2,Heart Failure,Australia,2019,532.22,13.83,5,0.57
MOLA,Migraine,Australia,2020,996.78,4.83,20,0.2
MOL1,Hypertension,Japan,2024,373.97,18.11,8,0.26
MOLLC1,Respiratory,US,2023,481.83,1.4,22,0.59
MOLD3,Type 2 Diabetes,US,2017,481.72,17.64,3,0.87
MOLHF1,Depression,US,2015,754.96,8.83,14,0.81
MOLP1,Heart Failure,Brazil,2024,496.18,4.32,11,0.84
MOLRA1,Migraine,Global,2018,40.22,-2.79,9,0.31
MOLDEP1,Breast Cancer,Global,2024,571.68,0.24,2,0.77
MOLH1,Chronic Kidney Disease,US,2016,558.64,3.81,10,0.96
MOLH1,Rheumatoid Arthritis,EU,2019,307.58,16.47,12,0.37
MOLIBD1,Depression,India,2022,587.16,16.71,3,0.35
MOLO2,Breast Cancer,Canada,2016,866.55,8.41,16,0.6
MOLDEP1,Asthma,Global,2018,693.93,5.38,23,0.24
MOLRA2,Respiratory,US,2018,610.29,6.71,23,0.8
MOLBC3,Respiratory,Australia,2019,185.72,-1.95,3,0.94
MOLD1,Depression,Global,2017,786.61,-3.08,4,0.74
MOLIBD3,Heart Failure,Brazil,2020,984.33,2.81,4,0.47
MOLIBD2,Respiratory,Japan,2021,524.37,11.03,1,0.23
MOLRA2,Chronic Kidney Disease,US,2023,26.82,-3.13,23,0.47
MOLIBD3,Breast Cancer,China,2020,693.74,5.57,1,0.87
MOLRA1,Hypertension,Global,2021,859.94,6.77,16,0.31
MOLH2,Hypertension,Global,2024,368.02,16.26,22,0.8
MOL1,Respiratory,Japan,2016,247.62,16.38,20,0.44
MOLIBD1,COPD,EU,2019,905.97,11.95,3,0.39
MOL1,Rheumatoid Arthritis,Brazil,2019,909.4,18.47,15,0.38
MOLHF2,Psoriasis,Canada,2017,586.21,4.71,1,0.43
MOLRA3,Depression,EU,2018,67.21,1.16,19,0.4
MOLD3,Psoriasis,India,2023,930.58,6.06,15,0.62
MOLBC3,Rheumatoid Arthritis,Brazil,2023,102.1,13.38,16,0.88
MOL2,Respiratory,China,2016,78.38,8.5,1,0.26
MOLM2,Lung Cancer,China,2023,344.99,15.62,18,0.2
